item_id,date,description,engine,km,link,location,name,price,year
28435828,29.03.2019,"
Neue SommerpneusAusstattung:AlufelgenManuelle KlimaanlageStabilitätskontrolleIsofixStart-/Stop-SystemAutomatische KlimaanlageParksensoren hintenSitzbezug Stoff
",Diesel,119800,https://www.anibis.ch//fr/d-automobiles-voitures-de-tourisme--113/bmw-123d-cabrio--28435828.aspx?view=2&pi=5001&fcid=113&pr=1,Laufen,BMW 123d Cabrio,13900.0,2009
28435823,29.03.2019,"
TOP ZUSTAND Innen und aussen ist der Ford Focus RS in einem sehr gepflegtem Zustand KW Gewindefahrwerk getönte Fenster hinten  SitzheizungRückfahrkameraXenonRecaro Sport...
",Essence,108000,https://www.anibis.ch//fr/d-automobiles-voitures-de-tourisme--113/ford-focus-25-turbo-rs--28435823.aspx?view=2&pi=5001&fcid=113&pr=1,Wünnewil,FORD Focus 2.5 Turbo RS,21000.0,2009
28435817,29.03.2019,"
Garanzia di fabbrica Smart Swiss Integral fino a 3 anni o 80'000 km   *** Smart Fortwo Coupé *** Linea Perfect *** Pacchetto Cool & Media *...
",Essence,20000,https://www.anibis.ch//fr/d-automobiles-voitures-de-tourisme--113/smart-fortwo-perfect--28435817.aspx?view=2&pi=5001&fcid=113&pr=1,Giubiasco - Riazzino - Losone - Bioggio,SMART fortwo perfect,19300.0,2019
28435816,29.03.2019,"
TOP ZUSTAND Innen und aussen sehr gepflegtes ZR1 700PSGrosses HeckspoilerSportfahrwerkSport Schalensitze ( elektrisch )Distanzscheiben hinten 13mm  SonderausstattungX...
",Essence,39500,https://www.anibis.ch//fr/d-automobiles-voitures-de-tourisme--113/chevrolet-corvette-zr1--28435816.aspx?view=2&pi=5001&fcid=113&pr=1,Wünnewil,CHEVROLET Corvette ZR1,72000.0,2009
28435813,29.03.2019,"
**Navi**Ausstattung:AlufelgenEingebautes NavigationssystemSitzheizungDifferenzialsperreStabilitätskontrolleTempomatXenon-ScheinwerferFreisprechanlageIsofixStart-/St...
",Essence,109000,https://www.anibis.ch//fr/d-automobiles-voitures-de-tourisme--113/skoda-octavia-combi-20-tsi-rs-dsg--28435813.aspx?view=2&pi=5001&fcid=113&pr=1,Wil SG (Navi 9533Kirchberg eingeben),SKODA Octavia Combi 2.0 TSI RS DSG,18900.0,2015
28435807,29.03.2019,"
Ausstattung:AlufelgenElektrische SitzverstellungSitzbezug LederSitzheizungDifferenzialsperreXenon-ScheinwerferDistanzreglerKurvenlichtStart-/Stop-SystemBluetooth-Schn...
",Diesel,8247,https://www.anibis.ch//fr/d-automobiles-voitures-de-tourisme--113/alfa-romeo-giulia-22-jtdm-veloce-q4-automatic--28435807.aspx?view=2&pi=5001&fcid=113&pr=1,Schaanwald,ALFA ROMEO Giulia 2.2 JTDM Veloce Q4 Automatic,43900.0,2017
28435796,29.03.2019,"
Ausstattung:Manuelle KlimaanlageStabilitätskontrolleTempomatStart-/Stop-SystemSitzbezug Stoff
",Diesel,141000,https://www.anibis.ch//fr/d-automobiles-voitures-de-tourisme--113/citroen-grand-c4-picasso-16-hdi-16v-attraction-egs6--28435796.aspx?view=2&pi=5001&fcid=113&pr=1,Rothrist,CITROEN Grand C4 Picasso 1.6 HDI 16V Attraction EGS6,6600.0,2012
28435786,29.03.2019,"
Ausstattung:AlufelgenElektrische SitzverstellungParkhilfeSitzbezug LederEingebautes NavigationssystemSchiebedachSitzheizungStabilitätskontrolleTempomatXenon-Scheinwer...
",Essence,15270,https://www.anibis.ch//fr/d-automobiles-voitures-de-tourisme--113/jeep-grand-cherokee-64-v8-hemi-srt8-automatic--28435786.aspx?view=2&pi=5001&fcid=113&pr=1,Schaanwald,JEEP Grand Cherokee 6.4 V8 HEMI SRT8 Automatic,61900.0,2016
28435780,29.03.2019,"
CH-Fahrzeug, Gratis Service, Garantie bis 2022, NAVI, Freisprechanlage, USB, AUX, Bluetooth, ACC, Keyless usw...  Im Preis inbegriffen- 4Jahre Werksgarantie- ab MFK- ab Service ...
",Essence,5700,https://www.anibis.ch//fr/d-automobiles-voitures-de-tourisme--113/vw-polo-10-tsi-bmt-comfortline-dsg--28435780.aspx?view=2&pi=5001&fcid=113&pr=1,Buchrain,VW Polo 1.0 TSI BMT Comfortline DSG,19500.0,2018
28435762,29.03.2019,"
Verlangen Sie eine Leasing- oder Finanzierungsofferte passend zu Ihrem Budget.  Tel. 058 269 18 18 oder besuchen Sie uns auf bmw-dielsdorf.ch für weitere Informationen über uns und un...
",Diesel,4235,https://www.anibis.ch//fr/d-automobiles-voitures-de-tourisme--113/bmw-320d-xdrive-steptronic--28435762.aspx?view=2&pi=5001&fcid=113&pr=1,Dielsdorf,BMW 320d xDrive Steptronic,54900.0,2019
