item_id,date,description,engine,km,link,location,name,price,year
29033156,12.05.2019,"
DER NEUE FORD KA+ ! GROSSE AUSWAHL AUF PLATZ - SOFORT VERFÜGBAR ! BÜTIKOFER FRAUENFELD - MIR FREUET ÜS UF SIE !Ausstattung:Manuelle KlimaanlageSitzheizungStabilitätskontrolleTe...
",Essence,100,https://www.anibis.ch//fr/d-automobiles-voitures-de-tourisme--113/ford-ka-12-ti-vct-cool~sound--29033156.aspx?view=2&pi=3201&fcid=113&pr=1,Frauenfeld,FORD KA+ 1.2 Ti-VCT Cool&Sound,14590.0,2019
29033150,12.05.2019,"
Gratis-Service: 10 Jahre oder 100'000 km ab 1.Inv., WinterreifenAusstattung:AlufelgenParkhilfeManuelle KlimaanlageSitzbezug LederEingebautes NavigationssystemSchiebedachS...
",Essence,34500,https://www.anibis.ch//fr/d-automobiles-voitures-de-tourisme--113/mercedes-benz-a-250-sport-4matic-7g-dct--29033150.aspx?view=2&pi=3201&fcid=113&pr=1,St-Gall,MERCEDES-BENZ A 250 Sport 4Matic 7G-DCT,29500.0,2014
29033149,12.05.2019,"
Besten Dank für Ihr Interesse an einem unserer Autos.  Alle Fahrzeugpreise sind der aktuellen Marktlage angepasst und nicht mehr verhandelbar. Leasingberechnungen können individuel...
",Diesel,173500,https://www.anibis.ch//fr/d-automobiles-voitures-de-tourisme--113/vw-t4-multivan-25tdi-abs--29033149.aspx?view=2&pi=3201&fcid=113&pr=1,Kappelen,VW T4 Multivan 2.5TDI ABS,16800.0,2003
29033148,12.05.2019,"
Sondermodell Trend // 7-PlätzerAusstattung:AlufelgenParkhilfeManuelle KlimaanlageEingebautes NavigationssystemSitzheizungStabilitätskontrolleTempomatIsofixAnhängerkup...
",Diesel,150,https://www.anibis.ch//fr/d-automobiles-voitures-de-tourisme--113/mercedes-benz-v-250-d-trend-lang-4matic-7g-tronic--29033148.aspx?view=2&pi=3201&fcid=113&pr=1,Neuendorf,MERCEDES-BENZ V 250 d Trend lang 4Matic 7G-Tronic,63400.0,2019
29033147,12.05.2019,"
Bei Fragen stehen wir Ihnen gerne zur Verfügung.exkl. Ablieferungspauschal!!!!!! New Edge 238PS !!!!! ***2019 ST-Line*** Frontvideokamera mit Split View, Adaptiver Geschwindigkeitsre...
",Diesel,85,https://www.anibis.ch//fr/d-automobiles-voitures-de-tourisme--113/ford-edge-20-ecoblue-st-line-4wd-automatic--29033147.aspx?view=2&pi=3201&fcid=113&pr=1,Hinwil,FORD Edge 2.0 EcoBlue ST-Line 4WD Automatic,60950.0,2019
29033146,12.05.2019,"
Top Angebot/Aus 1 Hand/Gepflegtes Auto/Wird frisch ab MFK & Service verkauft/7 Sitze/Automat/Diesel/Leder/Tempomat/Sitzheizung/PDC hinten/Klima/Zahnriemen und Wasserpumpe mit 90 300 km e...
",Diesel,142400,https://www.anibis.ch//fr/d-automobiles-voitures-de-tourisme--113/chevrolet-captiva-20-vcdi-sport-4wd-automatic--29033146.aspx?view=2&pi=3201&fcid=113&pr=1,Suhr,CHEVROLET Captiva 2.0 VCDi Sport 4WD Automatic,7500.0,2007
29033142,12.05.2019,"
Herzlich willkommen bei MB Dynamics GmbH Ihr Interesse an unseren Fahrzeugen freut uns sehr. Einige Erläuterungen zu den wichtigsten Fragen: Eintausch / Ankauf: Ihr Fahrzeug tau...
",Essence,73444,https://www.anibis.ch//fr/d-automobiles-voitures-de-tourisme--113/mercedes-benz-c-200-swiss-star-edition-exclusive-7g-tronic--29033142.aspx?view=2&pi=3201&fcid=113&pr=1,Otelfingen,MERCEDES-BENZ C 200 Swiss Star Edition Exclusive 7G-Tronic,28890.0,2015
29033141,12.05.2019,"
NEUPREIS 136'380 CHF INKL. PANORAMA-GLASDACH, ABSTANDREGELTEMPOMAT, TOTWINKELASSISTENT, MEMORY-PAKET, PARK-PAKET MIT 360° USWAusstattung:AlufelgenElektrische SitzverstellungParkh...
",Essence,32000,https://www.anibis.ch//fr/d-automobiles-voitures-de-tourisme--113/land-rover-range-rover-sport-30-v6-s-c-hse-automatic--29033141.aspx?view=2&pi=3201&fcid=113&pr=1,Schlieren,LAND ROVER Range Rover Sport 3.0 V6 S/C HSE Automatic,93900.0,2018
29033134,12.05.2019,"
Dotazione:Cerchi in alluminioSedili in pelleSistema di navigazione integratoRiscaldamento dei sediliBloccaggio del differenziale Controllo della stabilitàRegolatore di velo...
",Essence,71500,https://www.anibis.ch//fr/d-automobiles-voitures-de-tourisme--113/audi-a4-avant-18-tfsi-quattro--29033134.aspx?view=2&pi=3201&fcid=113&pr=1,Gordola,AUDI A4 Avant 1.8 TFSI quattro,18400.0,2013
29033133,12.05.2019,"
Preis excl. Ablieferungspauschale   Farbe Interieur: Leder Feinnappa, schwarz Exterieur: gletscherweiss metallic AMAG Nr. 415654  Preis vorbehaltlich eventueller Preis-/Prämie...
",Essence,1,https://www.anibis.ch//fr/d-automobiles-voitures-de-tourisme--113/audi-rs3-25-tsi-quattro-s-tronic--29033133.aspx?view=2&pi=3201&fcid=113&pr=1,Langenthal,AUDI RS3 2.5 TSI quattro S-tronic,79600.0,2019
